name,nonwhite,district_percent_white,maj_min,standardized_vote_ideal_point,k_std_speech_ip,k_std_tweet_ip,feb_rank_vote,feb_rank_speech,feb_rank_tweet,bioguide_id,party,vote_ip_rank,kspeech_ip_rank,ktweet_ip_rank,k_vote_speech_gap,k_vote_tweet_gap,k_vote_speech_catgap,k_vote_tweet_catgap,gop,female,number_of_house_terms,rlvthouse,trump16,suburban,urban,district_unemployment_rate,allfreedom_v2,allprog_v2,allbluedog_v2,allnewdems_v2,allgoplead_v2,alldemlead_v2,allcmtechair_v2,alltopcmte_v2,tbip_floor_speeches,speech_ip_rank,allgoplead,alldemlead,allcmtechair,alltopcmte,var41,var42,allprobsolve_v2,allrsc_v2,allprog,allnewdems,allbluedog,allprobsolve,allrsc,allfreedom,present_cong115,present_cong116,born,district,dem,gender,black,hispanic,asianamer,house2016,house2016new,house2018,house2018new,clinton16,district_density,distict_density_sub,district_percent_female,district_percent_male,district_percent_senior,district_median_age,district_percent_black,district_percent_asian,district_percent_hispanic,district_percent_americanindian,district_mean_income,district_mean_minus_national_mea,district_median_income,district_median_minus_national_m,dwnominate_1,dwnominate_2,tbip_tweets,k_speech_tweet_gap,progressive_caucus_cong115,newdems_caucus_cong115,bluedog_caucus_cong115,problemsolvers_caucus_cong115,rsc_caucus_cong115,freedom_caucus_cong115,gop_leadership_cong115,dem_leadership_cong115,committeechair_cong115,topcommittee_cong115,progressive_caucus_cong116,newdems_caucus_cong116,bluedog_caucus_cong116,problemsolvers_caucus_cong116,rsc_caucus_cong116,freedom_caucus_cong116,gop_leadership_cong116,dem_leadership_cong116,committeechair_cong116,topcommittee_cong116,new116,rural,xgopfemale,xgopnonwhite,xgoprlvthouse,xgopterms,xgoptrump,xgopsuburban,xgopurban,xgoppercentwhite,xgopunemployment,xgopprobsolv,xgopcmtechair,xgoptopcmte,xgoprsc,xgopfreedom,xgopprog,xgopbluedog,xgopnewdems,xgopgoplead,xgopdemlead,k_vote_tweet_abscatgap,k_vote_speech_catgap_invert,k_vote_tweet_catgap_invert,k_vote_speech_gap_invert,k_vote_tweet_gap_invert,feb_gap_VS,feb_gap_VT,feb_gapcat_VS,feb_gapcat_VS_invert,feb_gapcat_VT_invert,minfemale,maj_black,maj_hispanic,maj_asian,demographic_sum,x_majmin_nonwhite,x_majblack_black,x_majhisp_hisp,x_female_majmin,x_female_majblack,x_female_majhisp
Ami Bera,1,60.4,0,-0.852892,-0.564331,-0.787679,168,164,160,B001287,Democrat,176,169,160,7,16,0,0,0,0,4,55.045,40.9,1,0,3.4,0,0,0,1,0,0,0,0,-0.103227,133,0,1,1,0,B001287,Ami Bera,1,0,1,0,0,0,0,0,1,1,1965,CA-07,1,M,0,0,1,53.0557,0,55.045,55.045,52.3,Dense suburban,Suburban,51.61,48.39,1.02,39.1,7.2,17.8,17.4,0.6,101893,9569,77786,12074,-0.23,0.012,-0.177128,9,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-16,4,8,4,0,0,0,0,0,0,103.4,0,0,0,0,0,0
Elissa Slotkin,0,85.1,0,-0.429835,-0.374025,-0.757574,229,192,162,S001208,Democrat,240,197,162,43,78,0,1,0,1,1,50.6099,50.6,1,0,2.9,0,0,0,1,0,0,0,0,-0.049509,193,1,0,0,0,S001208,Elissa Slotkin,0,0,0,0,0,0,1,0,0,1,1976,MI-08,1,F,0,0,0,,0,50.6099,50.6099,43.9,Sparse suburban,Suburban,51.35,48.65,0.63,39,6.1,5.1,5.2,0.4,99461,7137,74841,9129,-0.316,0.816,-0.166701,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-43,-78,37,67,37,0,-1,0,0,0,0,101.9,0,0,0,0,0,0
Tulsi Gabbard,1,31.7,1,-1.18399,-0.444289,-0.754016,55,188,163,G000571,Democrat,60,193,163,-133,-103,-3,-2,0,1,4,77.3623,29.6,0,0,2.6,0,1,0,0,0,0,0,0,-0.069343,50,0,0,0,0,G000571,Tulsi Gabbard,1,0,0,1,0,0,0,0,1,1,1981,HI-02,1,F,0,0,1,76.7592,0,77.3623,77.3623,61.4,Rural-suburban mix,Rural,47.4,52.6,1.68,40,1.4,26.4,12.3,0.7,101317,8993,79985,14273,-0.279,-0.25,-0.165469,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,133,103,-133,-108,-133,3,2,1,0,0,0,72.5,1,0,0,1,0,0
Colleen Hanabusa,1,17.3,1,-1.47714,-0.036973,-0.752003,7,224,164,H001050,Democrat,10,230,164,-220,-154,-4,-3,0,1,4,70.4142,30.5,0,1,3.4,0,0,0,1,0,0,0,0,0.045632,8,0,1,1,0,H001050,Colleen Hanabusa,0,0,0,0,0,0,0,0,1,0,1951,HI-01,1,F,0,0,1,70.4142,70.4142,,0,63.1,Urban-suburban mix,Urban,49.62,50.38,22.28,39.9,2.4,49.6,9.3,0.1,106468,18604,84947,23010,-0.37,0.004,-0.164772,66,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,220,154,-217,-157,-217,4,3,1,0,0,0,78.7,1,0,0,1,0,0
Tim Ryan (Ohio),0,81.2,0,-1.06354,-0.975487,-0.733665,137,106,166,R000577,Democrat,144,109,166,35,-22,0,0,0,0,9,60.9949,44.6,1,0,3.3,0,0,0,0,0,0,0,1,-0.219286,78,0,0,0,0,R000577,Tim Ryan (Ohio),1,0,0,0,0,0,1,0,1,1,1973,OH-13,1,M,0,0,0,64.7032,0,60.9949,60.9949,51.1,Sparse suburban,Suburban,51.79,48.21,0.73,41.7,12.6,2.4,3.5,0.1,62113,-30211,46582,-19130,-0.403,0.213,-0.158421,-57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,22,31,-29,31,0,0,0,0,0,0,99.8,0,0,0,0,0,0
Gerald Connolly,0,55.5,0,-1.05941,-0.80173,-0.725033,138,139,167,C001078,Democrat,145,143,167,2,-22,0,0,0,0,6,71.1082,27.5,1,0,2.6,0,0,0,1,0,0,0,0,-0.170239,102,0,0,0,0,C001078,Gerald Connolly,0,0,0,1,0,0,0,0,1,1,1950,VA-11,1,M,0,0,0,79.1201,0,71.1082,71.1082,66.9,Dense suburban,Suburban,49.8,50.2,1.03,37,13.9,18.7,19.1,0.5,145694,53370,118099,52387,-0.306,-0.013,-0.155431,-24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,22,-1,-29,-1,0,0,0,0,0,0,107.7,0,0,0,0,0,0
Suzan DelBene,0,75.1,0,-1.09414,-1.26942,-0.718056,128,56,168,D000617,Democrat,135,57,168,78,-33,1,0,0,1,5,59.2677,37.8,1,0,2.3,0,0,0,1,0,0,0,1,-0.302256,37,0,0,0,1,D000617,Suzan DelBene,0,0,0,0,0,0,0,0,1,1,1962,WA-01,1,F,0,0,0,57.2943,0,59.2677,59.2677,54.1,Sparse suburban,Suburban,49.42,50.58,1,38.8,1.5,13,9.7,1.1,138538,46214,106190,40478,-0.28,-0.232,-0.153014,-111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-78,33,72,-40,72,-1,0,0,0,0,0,100.4,0,0,0,0,0,0
Jimmy Panetta,0,58.2,0,-1.00673,-0.078808,-0.717947,153,214,169,P000613,Democrat,160,220,169,-60,-9,-1,0,0,0,2,81.3735,23.2,0,1,3,0,1,0,0,0,0,0,1,0.033823,151,0,0,0,1,P000613,Jimmy Panetta,1,0,1,1,1,1,0,0,1,1,1969,CA-20,1,M,0,0,0,75.7317,0,81.3735,81.3735,70.4,Urban-suburban mix,Urban,50.65,49.35,0.7,35.6,2.4,5.8,54.1,0.6,109547,17223,80461,14749,-0.303,0.041,-0.152977,51,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,9,-61,-16,-61,1,0,0,0,1,0,121.1,0,0,0,0,0,0
Scott Peters,0,66.4,0,-0.770561,-0.008489,-0.701801,189,228,171,P000608,Democrat,198,235,171,-37,27,0,0,0,0,4,63.8471,35.6,0,1,2.4,0,0,0,1,0,0,0,1,0.053672,186,0,0,0,0,P000608,Scott Peters,1,0,0,1,0,1,0,0,1,1,1958,CA-52,1,M,0,0,0,60.0401,0,63.8471,63.8471,58.1,Urban-suburban mix,Urban,48.27,51.73,1.31,36.8,3,20.7,14.4,0.3,138669,46345,106524,40812,-0.178,-0.049,-0.147385,64,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-27,-39,18,-39,0,0,0,0,0,0,104.8,0,0,0,0,0,0
Bill Foster,0,69.1,0,-1.11476,-0.485431,-0.695567,116,181,172,F000454,Democrat,123,186,172,-63,-49,-1,-1,0,0,6,63.8408,35.4,1,0,2.9,0,0,0,1,0,0,0,0,-0.080956,106,0,0,0,0,F000454,Bill Foster,0,0,0,0,0,1,0,0,1,1,1955,IL-11,1,M,0,0,0,61.9832,0,63.8408,63.8408,58.9,Dense suburban,Suburban,51.16,48.84,0.98,37.2,11.5,7.9,28.1,0.4,103117,10793,81598,15886,-0.227,-0.231,-0.145226,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,63,49,-65,-56,-65,1,1,0,0,0,0,117,0,0,0,0,0,0
Susie Lee,0,64.5,0,-0.665784,-0.84552,-0.681327,207,130,173,L000590,Democrat,216,133,173,83,43,1,0,0,1,1,51.8929,47.5,0,1,2.9,0,0,0,1,0,0,0,0,-0.182599,128,0,0,0,0,L000590,Susie Lee,1,0,0,1,0,0,0,0,0,1,1966,NV-03,1,F,0,0,0,,0,51.8929,51.8929,46.5,Urban-suburban mix,Urban,49.63,50.37,1.04,39.7,8.8,13.9,17,0.6,108495,16171,79169,13457,-0.29,0.358,-0.140294,-40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-83,-43,77,34,77,-1,0,0,0,0,0,104.8,0,0,0,0,0,0
Greg Stanton,0,75.1,0,-0.762477,-0.860243,-0.678536,191,127,174,S001211,Democrat,200,130,174,70,26,1,0,0,0,1,61.0856,38.4,0,1,3.2,0,0,0,1,0,0,0,0,-0.186755,118,0,0,0,1,S001211,Greg Stanton,0,0,0,0,0,0,0,0,0,1,1970,AZ-09,1,M,0,0,0,,0,61.0856,61.0856,54.7,Urban-suburban mix,Urban,49.87,50.13,1.01,33.3,7,5.3,26.6,3.6,89861,-2463,65379,-333,-0.307,-0.155,-0.139327,-44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-70,-26,64,17,64,-1,0,0,0,0,0,117.6,0,0,0,0,0,0
Jim Himes,0,72.3,0,-1.04583,-0.621095,-0.670766,144,162,175,H001047,Democrat,151,167,175,-16,-24,0,0,0,0,6,61.21,36.6,1,0,3.7,0,0,0,1,0,0,0,0,-0.11925,119,0,1,0,0,H001047,Jim Himes,1,0,0,0,0,0,0,0,1,1,1966,CT-04,1,M,0,0,0,60.513,0,61.21,61.21,59.6,Sparse suburban,Suburban,50.67,49.33,0.79,40,12.4,5.5,20.8,0.1,173416,81092,101646,35934,-0.241,-0.245,-0.136636,-8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,-18,-31,-18,0,0,0,0,0,0,111.1,0,0,0,0,0,0
Max Rose,0,69.4,0,-0.518462,-0.066281,-0.655661,223,216,176,R000613,Democrat,234,222,176,12,58,0,1,0,0,1,50.3973,53.6,0,1,2.4,0,0,1,1,0,0,0,0,0.037359,210,0,0,0,0,R000613,Max Rose,0,0,0,0,0,0,1,0,0,1,1986,NY-11,1,M,0,0,0,,0,50.3973,50.3973,43.8,Pure urban,Urban,51.82,48.18,0.8,39.8,7.7,15.4,17.3,0.2,106594,14270,81253,15541,-0.162,0.089,-0.131404,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-12,-58,7,47,7,0,-1,0,0,0,0,110,0,0,0,0,0,0
Richard Neal,0,83.8,0,-1.13208,-0.946701,-0.643796,106,112,177,N000015,Democrat,113,115,177,-2,-64,0,-1,0,0,16,97.6441,36.5,1,0,2.9,0,0,0,0,0,1,1,1,-0.21116,68,0,0,0,0,N000015,Richard Neal,0,0,0,0,0,0,0,0,1,1,1949,MA-01,1,M,0,0,0,78.9996,0,97.6441,97.6441,57.2,Sparse suburban,Suburban,51.34,48.66,0.57,41.1,6.6,2.2,19.3,0.2,83856,-8468,61559,-4153,-0.417,-0.111,-0.127295,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,64,-6,-71,-6,0,1,0,0,0,0,112.1,0,0,0,0,0,0
Tom Malinowski,0,74.9,0,-0.750377,-0.644893,-0.625664,194,158,178,M001203,Democrat,203,163,178,40,25,0,0,0,0,1,51.7395,47.5,1,0,3.1,0,0,0,0,0,0,0,0,-0.125968,148,0,0,0,1,M001203,Tom Malinowski,0,0,0,0,0,0,1,1,0,1,1965,NJ-07,1,M,0,0,0,,0,51.7395,51.7395,48.6,Sparse suburban,Suburban,50.9,49.1,1.06,43,5,11.8,14.3,0.2,162237,69913,115585,49873,-0.252,0.018,-0.121015,-15,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-25,36,16,36,0,0,0,0,0,0,106.2,0,0,0,0,0,0
Marcy Kaptur,0,74.5,0,-1.10765,-0.975163,-0.621491,120,108,179,K000009,Democrat,127,111,179,16,-52,0,-1,0,1,19,67.7852,36.5,1,0,3.9,0,0,0,0,0,0,0,1,-0.219194,73,1,0,1,0,K000009,Marcy Kaptur,0,0,0,0,0,0,1,0,1,1,1946,OH-09,1,F,0,0,0,68.2794,0,67.7852,67.7852,58.7,Dense suburban,Suburban,51.7,48.3,1.07,37.5,15.9,2.1,10.9,0.4,62715,-29609,45076,-20636,-0.35,0.109,-0.11957,-68,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-16,52,12,-59,12,0,1,0,0,0,0,103.8,0,0,0,0,0,0
Sean Maloney,0,77.2,0,-0.926212,-0.075582,-0.609526,163,215,181,M001185,Democrat,171,221,181,-50,-10,-1,0,0,0,4,50.2078,49,0,0,1.9,0,0,0,1,0,1,0,0,0.034734,161,0,0,0,1,M001185,Sean Maloney,1,0,0,0,0,0,0,0,1,1,1966,NY-18,1,M,0,0,0,46.8313,0,50.2078,50.2078,47.1,Rural-suburban mix,Rural,50.37,49.63,0.76,39.7,10.6,3.1,18.3,0.3,118618,26294,91723,26011,-0.236,0.117,-0.115426,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,10,-52,-18,-52,1,0,0,0,0,0,109.5,0,0,0,0,0,0
Tom Suozzi,0,73.3,0,-0.819839,-0.454651,-0.59629,175,187,183,S001201,Democrat,183,192,183,-9,0,0,0,0,0,2,56.1431,45.5,1,0,2.1,0,0,0,1,0,0,0,1,-0.072268,154,0,0,0,0,S001201,Tom Suozzi,1,0,0,0,0,0,1,0,1,1,1962,NY-03,1,M,0,0,0,52.0546,0,56.1431,56.1431,51.6,Dense suburban,Suburban,50.68,49.32,1.31,45.9,2.9,16.7,11.1,0.5,175040,82716,126191,60479,-0.209,0.089,-0.110842,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-12,-8,-12,0,0,0,0,0,0,104.5,0,0,0,0,0,0
Cheri Bustos,0,81.3,0,-0.9722,-0.640887,-0.581963,157,160,184,B001286,Democrat,164,165,184,-1,-20,0,0,0,1,4,62.0934,47.4,0,0,3.6,0,0,0,1,0,1,0,1,-0.124837,124,0,0,0,1,B001286,Cheri Bustos,1,0,1,0,0,0,0,0,1,1,1961,IL-17,1,F,0,0,0,61.1017,0,62.0934,62.0934,46.7,Rural-suburban mix,Rural,50.89,49.11,0.58,40.7,12.4,1,9.6,0.3,64740,-27584,50346,-15366,-0.237,0.032,-0.10588,-19,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-3,-27,-3,0,0,0,0,0,0,104.6,0,0,0,0,0,0
Joe Cunningham,0,72,0,-0.288248,0.330617,-0.575719,234,259,185,C001122,Democrat,246,268,185,-22,61,0,1,0,0,1,50.6048,53.5,1,0,2.1,0,0,1,1,0,0,0,0,0.149393,232,0,0,0,0,C001122,Joe Cunningham,0,0,0,1,1,1,0,0,0,1,1982,SC-01,1,M,0,0,0,,0,50.6048,50.6048,40.4,Sparse suburban,Suburban,51.26,48.74,0.62,39.8,19,2.1,6.1,0.4,104432,12108,77185,11473,-0.12,0.45,-0.103717,83,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,22,-61,-25,49,-25,0,-1,0,0,0,0,99.6,0,0,0,0,0,0
John Garamendi,0,68.7,0,-1.01942,-0.959159,-0.568009,151,110,187,G000559,Democrat,158,113,187,45,-29,1,0,0,0,6,58.0729,40.4,0,0,2.8,0,0,0,0,0,0,0,0,-0.214677,85,0,0,0,1,G000559,John Garamendi,0,0,1,1,0,1,0,0,1,1,1945,CA-03,1,M,0,0,0,58.7445,0,58.0729,58.0729,53,Rural-suburban mix,Rural,50.41,49.59,0.73,35.5,6.3,11.3,30.2,1.2,97313,4989,73191,7479,-0.308,-0.097,-0.101047,-74,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-45,29,41,-36,41,0,0,0,0,0,0,117.7,0,0,0,0,0,0
Jerry McNerney,0,53,0,-1.11443,-0.481733,-0.552772,117,182,188,M001166,Democrat,124,187,188,-63,-64,-1,-1,0,0,7,56.4915,38,1,0,3.6,0,0,0,0,0,0,0,1,-0.079912,107,0,0,0,1,M001166,Jerry McNerney,0,0,0,0,0,0,1,1,1,1,1951,CA-09,1,M,0,0,0,56.957,0,56.4915,56.4915,56.6,Dense suburban,Suburban,49.77,50.23,1.26,35.7,9.5,16.3,38.4,0.7,97819,5495,72237,6525,-0.261,-0.15,-0.09577,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,63,64,-65,-71,-65,1,1,0,0,0,0,117.9,0,0,0,0,0,0
Jason Crow,0,73.2,0,-0.654178,-0.720026,-0.522424,210,147,189,C001121,Democrat,219,152,189,67,30,1,0,0,0,1,54.1032,41.3,1,0,2.6,0,0,0,1,0,0,0,0,-0.147176,147,1,0,1,1,C001121,Jason Crow,0,0,0,0,0,0,0,0,0,1,1979,CO-06,1,M,0,0,0,,0,54.1032,54.1032,50.2,Dense suburban,Suburban,49.97,50.03,0.7,36.7,9.8,6.3,21,0.7,113012,20688,87312,21600,-0.25,0.374,-0.085259,-37,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-67,-30,63,21,63,-1,0,0,0,0,0,111,0,0,0,0,0,0
Chrissy Houlahan,0,78,0,-0.625609,-0.766454,-0.480989,217,142,190,H001085,Democrat,228,146,190,82,38,1,0,0,1,1,58.8759,43.3,1,0,2.7,0,0,0,1,0,0,0,0,-0.160281,143,0,0,0,0,H001085,Chrissy Houlahan,0,0,1,0,0,0,0,0,0,1,1967,PA-06,1,F,0,0,0,,0,58.8759,58.8759,52.6,Sparse suburban,Suburban,50.99,49.01,0.54,39.3,7,4.7,16.1,0.2,125773,33449,85665,19953,-0.316,0.596,-0.070908,-44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-82,-38,75,27,75,-1,0,0,0,0,0,106,0,0,0,0,0,0
Annie Kuster,0,92.3,0,-1.01459,-0.548785,-0.444718,152,172,193,K000382,Democrat,159,177,195,-18,-36,0,0,0,1,4,55.5435,46.2,0,0,1.8,0,0,0,1,0,0,0,1,-0.098839,129,0,0,0,0,K000382,Annie Kuster,1,0,0,0,0,0,1,0,1,1,1956,NH-02,1,F,0,0,0,52.3202,0,55.5435,55.5435,48.6,Pure rural,Rural,50.29,49.71,0.58,43.5,1.6,2.6,3.8,0.2,97529,5205,76368,10656,-0.254,-0.135,-0.058346,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,-20,-41,-20,0,0,0,0,0,0,100.5,0,0,0,0,0,0
Ed Case,0,16.8,1,-0.665146,-0.022766,-0.442681,208,226,194,C001055,Democrat,217,232,196,-15,21,0,0,0,0,3,73.0955,30.5,0,1,2.1,0,0,1,1,0,0,0,1,0.049642,203,0,0,0,0,C001055,Ed Case,0,0,0,1,1,1,0,0,0,1,1952,HI-01,1,M,0,0,0,,0,73.0955,73.0955,63.1,Urban-suburban mix,Urban,43.46,56.54,2.91,39.1,2.4,50.5,9.1,0.2,110739,18415,86674,20962,-0.204,-0.14,-0.057641,36,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-21,-18,14,-18,0,0,0,0,0,1,79,0,0,0,0,0,0
Raul Ruiz,1,71.2,0,-0.938684,-0.765071,-0.441971,162,143,195,R000599,Democrat,169,147,197,22,-28,0,0,0,0,4,59.0166,43.4,1,0,3.8,0,0,0,1,0,0,0,1,-0.159891,114,0,0,0,0,R000599,Raul Ruiz,1,0,0,0,0,1,1,0,1,1,1972,CA-36,1,M,0,1,0,60.6237,0,59.0166,59.0166,52.2,Dense suburban,Suburban,49.02,50.98,1.25,43.1,4.9,3.9,48.8,1.3,84905,-7419,58728,-6984,-0.241,0.061,-0.057394,-50,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,28,19,-33,19,0,0,0,0,0,0,130.1,0,0,0,0,0,0
Rick Larsen,0,76.1,0,-1.09146,-0.033947,-0.441162,131,225,196,L000560,Democrat,138,231,198,-93,-60,-2,-1,0,0,10,71.2902,34.8,1,0,2.8,0,0,0,1,0,0,0,0,0.046486,132,0,0,0,0,L000560,Rick Larsen,0,0,1,1,0,0,0,0,1,1,1965,WA-02,1,M,0,0,0,67.4739,0,71.2902,71.2902,56.9,Dense suburban,Suburban,50.31,49.69,0.84,38.9,3.3,9.5,11.1,1.7,94433,2109,75095,9383,-0.365,0.189,-0.057114,33,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,93,60,-94,-65,-94,2,1,0,0,0,0,101.7,0,0,0,0,0,0
Peter Welch,0,93.8,0,-1.18428,-0.950824,-0.434591,54,111,197,W000800,Democrat,59,114,199,-55,-140,-1,-3,0,0,7,69.204,30.3,0,0,2.2,0,1,0,0,0,0,0,1,-0.212324,33,0,0,0,0,W000800,Peter Welch,1,0,0,0,0,0,1,0,1,1,1947,VT-AL,1,M,0,0,0,76.3952,0,69.204,69.204,56.7,Pure rural,Rural,50.52,49.48,0.41,42.8,1.5,1.4,2,0.5,83015,-9309,63001,-2711,-0.41,-0.347,-0.054838,-85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,55,140,-57,-143,-57,1,3,0,0,0,0,99.2,0,0,0,0,0,0
Josh Gottheimer,0,79.1,0,-0.488213,-0.053692,-0.423481,225,220,198,G000583,Democrat,236,226,200,10,36,0,0,0,0,2,56.174,48.8,1,0,2.3,0,0,1,1,0,0,0,0,0.040913,212,0,0,0,0,G000583,Josh Gottheimer,1,0,0,0,0,0,1,0,1,1,1975,NJ-05,1,M,0,0,0,53.4981,0,56.174,56.174,47.7,Dense suburban,Suburban,51.15,48.85,0.88,43.9,5.5,10.5,14.6,0.1,149752,57428,110329,44617,-0.135,0.19,-0.050991,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-36,5,27,5,0,0,0,0,0,0,109.8,0,0,0,0,0,0
Charlie Crist,0,78.9,0,-0.857558,-1.18138,-0.401069,167,70,200,C001111,Democrat,175,73,202,102,-27,2,0,0,0,2,57.6447,46.4,1,0,3.1,0,1,1,1,0,0,0,1,-0.277403,50,0,0,0,1,C001111,Charlie Crist,1,0,0,0,0,0,0,0,1,1,1956,FL-13,1,M,0,0,0,54.608,0,57.6447,57.6447,49.6,Dense suburban,Suburban,51.09,48.91,0.75,47.8,12.1,3.5,10.8,0.2,83589,-8735,56612,-9100,-0.216,0.015,-0.043228,-129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-102,27,97,-33,97,-2,0,0,0,0,0,105.5,0,0,0,0,0,0
