name,nonwhite,district_percent_white,maj_min,standardized_vote_ideal_point,k_std_speech_ip,k_std_tweet_ip,feb_rank_vote,feb_rank_speech,feb_rank_tweet,bioguide_id,party,vote_ip_rank,kspeech_ip_rank,ktweet_ip_rank,k_vote_speech_gap,k_vote_tweet_gap,k_vote_speech_catgap,k_vote_tweet_catgap,gop,female,number_of_house_terms,rlvthouse,trump16,suburban,urban,district_unemployment_rate,allfreedom_v2,allprog_v2,allbluedog_v2,allnewdems_v2,allgoplead_v2,alldemlead_v2,allcmtechair_v2,alltopcmte_v2,tbip_floor_speeches,speech_ip_rank,allgoplead,alldemlead,allcmtechair,alltopcmte,var41,var42,allprobsolve_v2,allrsc_v2,allprog,allnewdems,allbluedog,allprobsolve,allrsc,allfreedom,present_cong115,present_cong116,born,district,dem,gender,black,hispanic,asianamer,house2016,house2016new,house2018,house2018new,clinton16,district_density,distict_density_sub,district_percent_female,district_percent_male,district_percent_senior,district_median_age,district_percent_black,district_percent_asian,district_percent_hispanic,district_percent_americanindian,district_mean_income,district_mean_minus_national_mea,district_median_income,district_median_minus_national_m,dwnominate_1,dwnominate_2,tbip_tweets,k_speech_tweet_gap,progressive_caucus_cong115,newdems_caucus_cong115,bluedog_caucus_cong115,problemsolvers_caucus_cong115,rsc_caucus_cong115,freedom_caucus_cong115,gop_leadership_cong115,dem_leadership_cong115,committeechair_cong115,topcommittee_cong115,progressive_caucus_cong116,newdems_caucus_cong116,bluedog_caucus_cong116,problemsolvers_caucus_cong116,rsc_caucus_cong116,freedom_caucus_cong116,gop_leadership_cong116,dem_leadership_cong116,committeechair_cong116,topcommittee_cong116,new116,rural,xgopfemale,xgopnonwhite,xgoprlvthouse,xgopterms,xgoptrump,xgopsuburban,xgopurban,xgoppercentwhite,xgopunemployment,xgopprobsolv,xgopcmtechair,xgoptopcmte,xgoprsc,xgopfreedom,xgopprog,xgopbluedog,xgopnewdems,xgopgoplead,xgopdemlead,k_vote_tweet_abscatgap,k_vote_speech_catgap_invert,k_vote_tweet_catgap_invert,k_vote_speech_gap_invert,k_vote_tweet_gap_invert,feb_gap_VS,feb_gap_VT,feb_gapcat_VS,feb_gapcat_VS_invert,feb_gapcat_VT_invert,minfemale,maj_black,maj_hispanic,maj_asian,demographic_sum,x_majmin_nonwhite,x_majblack_black,x_majhisp_hisp,x_female_majmin,x_female_majblack,x_female_majhisp
Eric Swalwell,0,41,1,-1.17096,-1.53411,-0.997595,65,23,123,S001193,Democrat,70,24,123,46,-53,1,-1,0,0,4,72.9675,24.2,0,1,2.3,0,0,0,0,0,1,0,0,-0.376969,7,0,0,0,0,S001193,Eric Swalwell,0,0,0,0,0,0,1,0,1,1,1980,CA-15,1,M,0,0,0,73.3868,0,72.9675,72.9675,69.9,Urban-suburban mix,Urban,49.62,50.38,1.76,39.2,4.9,37.1,21.5,0.5,158378,66054,125018,59306,-0.366,-0.114,-0.249831,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-46,53,42,-58,42,0,1,0,0,0,0,105,0,0,0,0,0,0
Pete Aguilar,1,60.5,0,-0.984657,-0.907827,-0.993529,155,121,124,A000371,Democrat,162,124,124,38,38,0,0,0,0,3,58.7445,36.6,1,0,3.3,0,0,0,1,0,0,0,1,-0.200187,95,0,0,0,0,A000371,Pete Aguilar,0,0,0,0,0,0,1,0,1,1,1979,CA-31,1,M,0,1,0,57.3117,0,58.7445,58.7445,57.7,Dense suburban,Suburban,50.35,49.65,1.24,34.2,11.2,8.4,53.5,0.4,89857,-2467,70554,4842,-0.288,0.13,-0.248423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-38,34,31,34,0,0,0,0,1,0,134,0,0,1,0,0,0
Ted Lieu,1,71.4,0,-1.09801,-1.20342,-0.987719,125,62,125,L000582,Democrat,132,65,125,67,7,1,0,0,0,3,70.0285,26.5,0,1,2.8,0,1,0,0,0,0,0,0,-0.283625,42,0,0,0,0,L000582,Ted Lieu,0,0,0,1,1,0,0,0,1,1,1969,CA-33,1,M,0,0,1,68.1857,0,70.0285,70.0285,67.8,Urban-suburban mix,Urban,50.51,49.49,1.37,41.2,3.2,16.3,13.5,0.3,184515,92191,117012,51300,-0.367,-0.257,-0.24641,-60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-67,-7,63,0,63,-1,0,0,0,0,0,104.7,0,0,0,0,0,0
Jackie Speier,0,43.6,1,-1.15502,-1.08983,-0.986735,79,86,126,S001175,Democrat,85,89,126,-4,-41,0,0,0,1,7,79.2226,18.2,0,1,2.1,0,0,0,0,0,0,0,0,-0.251562,41,0,0,0,1,S001175,Jackie Speier,0,0,0,0,0,0,1,0,1,1,1950,CA-14,1,F,0,0,0,80.0719,0,79.2226,79.2226,76.9,Urban-suburban mix,Urban,48.79,51.21,1.37,40.1,2.5,36.3,23.1,0.5,174742,82418,125980,60268,-0.382,-0.455,-0.246069,-37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,-7,-47,-7,0,1,0,0,0,0,106,0,0,0,1,0,0
Adam Schiff,0,67.2,0,-1.16766,-1.03325,-0.985912,69,97,127,S001150,Democrat,75,100,127,-25,-52,0,-1,0,0,10,78.372,22.3,0,1,3.8,0,0,0,1,0,1,1,0,-0.235591,40,0,1,0,0,S001150,Adam Schiff,0,0,1,0,0,0,0,0,1,1,1960,CA-28,1,M,0,0,0,78.1721,0,78.372,78.372,72.1,Pure urban,Urban,49.99,50.01,1.31,40,2.7,15.1,23.9,0.5,107551,15227,74431,8719,-0.349,-0.13,-0.245784,-27,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,52,-28,-58,-28,0,1,0,0,0,0,109.4,0,0,0,0,0,0
Steve Cohen,0,27.6,1,-1.1332,-0.890916,-0.984994,105,125,128,C001068,Democrat,112,128,128,-16,-16,0,0,0,0,7,79.977,19.8,1,0,4.8,0,1,0,0,0,0,0,0,-0.195413,74,0,0,0,0,C001068,Steve Cohen,0,0,1,0,0,0,0,0,1,1,1949,TN-09,1,M,0,0,0,79.3049,0,79.977,79.977,77.5,Dense suburban,Suburban,50.65,49.35,1.88,34.1,65.1,2.4,8.1,0.1,61059,-31265,43708,-22004,-0.4,-0.354,-0.245466,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-20,-23,-20,0,0,0,1,0,0,103.3,0,0,0,0,0,0
Betty McCollum,0,70.1,0,-1.12904,-1.70059,-0.98428,109,8,129,M001143,Democrat,116,9,129,107,-13,2,0,0,1,10,65.9938,30.6,1,0,2.3,0,0,0,0,0,0,0,1,-0.423962,5,0,0,0,0,M001143,Betty McCollum,0,0,0,0,0,0,0,0,1,1,1954,MN-04,1,F,0,0,0,61.7381,0,65.9938,65.9938,61.5,Dense suburban,Suburban,51.41,48.59,0.55,36.5,10.8,12.9,6.7,0.4,102255,9931,75665,9953,-0.418,-0.191,-0.245219,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-107,13,101,-20,101,-2,0,0,0,0,0,100.9,0,0,0,0,0,0
Matt Cartwright,0,84.3,0,-1.09209,-0.903624,-0.982121,130,122,130,C001090,Democrat,137,125,130,12,7,0,0,0,0,4,54.6421,53.3,0,0,2.8,0,1,0,0,0,0,0,1,-0.199001,88,0,0,0,0,C001090,Matt Cartwright,0,0,0,0,0,0,1,0,1,1,1961,PA-08,1,M,0,0,0,55.0949,0,54.6421,54.6421,43.7,Rural-suburban mix,Rural,51.08,48.92,0.62,43,7.9,1.9,12.7,0.3,72782,-19542,56149,-9563,-0.371,-0.049,-0.244471,-5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,-7,8,0,8,0,0,0,0,0,0,107.1,0,0,0,0,0,0
Ben Ray Luján,1,65.3,0,-1.13041,-0.822705,-0.976787,108,131,131,L000570,Democrat,115,134,131,-19,-16,0,0,0,0,6,63.375,36.7,0,0,3.1,0,0,0,0,0,1,0,1,-0.176159,79,0,0,0,0,L000570,Ben Ray Luján,0,0,0,0,0,0,0,0,1,1,1972,NM-03,1,M,0,1,0,62.8697,0,63.375,63.375,51.8,Pure rural,Rural,50.67,49.33,0.64,39.3,1.9,1.4,40.8,18.7,73209,-19115,53357,-12355,-0.367,0.018,-0.242624,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,-23,-23,-23,0,0,0,0,0,0,128.1,0,0,0,0,0,0
Jared Huffman,0,79.9,0,-1.14881,-0.477706,-0.976559,90,183,132,H001068,Democrat,96,188,132,-92,-36,-2,0,0,0,4,77.008,23.3,0,0,2.8,0,1,0,1,0,0,0,0,-0.078775,83,0,0,0,0,H001068,Jared Huffman,1,0,0,1,0,1,0,0,1,1,1964,CA-02,1,M,0,0,0,76.9272,0,77.008,77.008,69,Rural-suburban mix,Rural,50.92,49.08,0.76,44.9,1.8,3.9,18.2,2.5,126461,34137,80051,14339,-0.426,-0.536,-0.242545,56,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,92,36,-93,-42,-93,2,0,0,0,0,0,106.3,0,0,0,0,0,0
John B. Larson,0,67.8,0,-1.05649,-0.99078,-0.97476,140,101,133,L000557,Democrat,147,104,133,43,14,0,0,0,0,11,60.6095,36.3,1,0,3.2,0,0,0,0,0,0,0,1,-0.223602,76,0,1,0,1,L000557,John B. Larson,0,0,1,0,0,0,0,0,1,1,1948,CT-01,1,M,0,0,0,60.1596,0,60.6095,60.6095,59.4,Sparse suburban,Suburban,51.79,48.21,1,40.9,15.3,5.6,17.2,0.3,99066,6742,75502,9790,-0.398,-0.055,-0.241922,-29,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,-14,39,7,39,0,0,0,0,0,0,106.2,0,0,0,0,0,0
Jared Polis,0,90.3,0,-1.39165,-0.817056,-0.972542,11,134,134,P000598,Democrat,14,137,134,-123,-120,-2,-2,0,0,5,58.539,34.9,1,0,3.7,0,1,0,1,0,0,0,0,-0.174565,8,0,0,0,0,P000598,Jared Polis,1,0,0,0,0,0,0,0,1,0,1975,CO-02,1,M,0,0,0,58.539,58.539,,0,56.2,Sparse suburban,Suburban,49.71,50.29,18.95,37.7,0.9,3.1,11.4,0.4,109749,21885,81753,19816,-0.278,-0.692,-0.241154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,123,120,-123,-123,-123,2,2,0,0,0,0,106.1,0,0,0,0,0,0
Madeleine Dean,0,79.6,0,-0.803975,-1.52555,-0.964461,183,25,135,D000631,Democrat,191,26,135,165,56,3,1,0,1,1,63.5224,38.5,1,0,2.2,0,1,0,1,0,0,0,0,-0.374554,19,0,0,0,0,D000631,Madeleine Dean,0,0,0,0,0,0,0,0,0,1,1959,PA-04,1,F,0,0,0,,0,63.5224,63.5224,57.8,Sparse suburban,Suburban,51.37,48.63,0.6,41.2,9.7,6.7,5.7,0.1,123786,31462,91030,25318,-0.535,-0.009,-0.238355,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-1,-165,-56,158,48,158,-3,-1,0,0,0,0,101.8,0,0,0,0,0,0
Ed Perlmutter,0,85.4,0,-1.05173,-0.897397,-0.961129,142,123,136,P000593,Democrat,149,126,136,23,13,0,0,0,0,7,60.4309,39.4,1,0,2.7,0,0,0,1,0,0,0,0,-0.197243,93,0,0,0,0,P000593,Ed Perlmutter,0,0,0,0,0,0,1,0,1,1,1953,CO-07,1,M,0,0,0,57.7155,0,60.4309,60.4309,51.4,Dense suburban,Suburban,49.89,50.11,0.61,36.3,1.8,3.5,29.7,0.9,99332,7008,77164,11452,-0.281,0.076,-0.237201,-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,-13,19,6,19,0,0,0,0,0,0,121.3,0,0,0,0,0,0
Harley Rouda,0,62.1,0,-0.644944,-0.220696,-0.95805,214,207,137,R000616,Democrat,224,213,137,11,87,0,1,0,0,1,53.552,46.2,0,1,2.8,0,0,0,1,0,0,0,0,-0.006228,199,0,0,0,0,R000616,Harley Rouda,0,0,0,0,0,0,1,1,0,1,1961,CA-48,1,M,0,0,0,,0,53.552,53.552,47.9,Urban-suburban mix,Urban,51.09,48.91,1.34,41,1.4,19.6,21.5,0.4,141950,49626,100604,34892,-0.373,0.617,-0.236134,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-11,-87,7,77,7,0,-1,0,0,0,0,105,0,0,0,0,0,0
Denny Heck,0,71.3,0,-1.13443,-0.324828,-0.94321,104,197,138,H001064,Democrat,111,202,138,-91,-27,-2,0,0,0,4,61.544,39.9,1,0,3.3,0,0,0,1,0,0,0,0,-0.035622,102,0,0,0,0,H001064,Denny Heck,0,0,1,1,0,0,0,0,1,1,1952,WA-10,1,M,0,0,0,60.052,0,61.544,61.544,51.3,Dense suburban,Suburban,50.39,49.61,0.79,37,6.4,7.3,12.6,1.4,90483,-1841,75114,9402,-0.31,-0.132,-0.230995,64,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91,27,-93,-34,-93,2,0,0,0,0,0,99,0,0,0,0,0,0
Kim Schrier,0,72.4,0,-0.672161,-0.818371,-0.940394,205,133,140,S001216,Democrat,214,136,140,78,74,1,1,0,1,1,52.4151,44.7,1,0,2.6,0,0,0,1,0,0,0,0,-0.174936,130,0,0,0,0,S001216,Kim Schrier,0,0,0,1,0,1,0,0,0,1,1968,WA-08,1,F,0,0,0,,0,52.4151,52.4151,47.7,Sparse suburban,Suburban,49.44,50.56,1.03,38.3,3.1,9.6,12,1.2,121858,29534,95968,30256,-0.34,0.451,-0.230019,-4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-78,-74,72,65,72,-1,-1,0,0,0,0,98.3,0,0,0,0,0,0
Michael F. Doyle,0,73.5,0,-1.10926,-0.237855,-0.930536,118,206,141,D000482,Democrat,125,211,141,-86,-16,-1,0,0,0,13,100,34.6,0,1,3.4,0,0,0,0,0,0,0,1,-0.011072,117,0,0,0,0,D000482,Michael F. Doyle,0,0,0,0,0,0,0,0,1,1,1953,PA-18,1,M,0,0,0,60.4145,0,100,100,62.1,Urban-suburban mix,Urban,52.03,47.97,0.98,38.5,18.1,4.3,2.7,0.1,81907,-10417,58743,-6969,-0.33,0.118,-0.226605,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,16,-88,-23,-88,1,0,0,0,0,0,98.7,0,0,0,0,0,0
Ann Kirkpatrick,0,81.8,0,-0.709606,-1.57721,-0.925327,201,19,143,K000368,Democrat,210,20,143,190,67,4,1,0,1,4,54.7336,44.7,1,0,2.6,0,0,0,1,0,0,0,1,-0.389134,17,0,0,0,0,K000368,Ann Kirkpatrick,0,0,0,0,0,0,0,0,0,1,1950,AZ-02,1,F,0,0,0,,0,54.7336,54.7336,49.6,Dense suburban,Suburban,50.85,49.15,0.77,41.5,4.3,2.8,29.4,1.4,78700,-13624,54835,-10877,-0.161,-0.007,-0.224801,-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,-1,-190,-67,182,58,182,-4,-1,0,0,0,0,119.7,0,0,0,0,0,0
Susan Wild,0,82,0,-0.664723,-1.19572,-0.90744,209,64,144,W000826,Democrat,218,67,144,151,74,3,1,0,1,2,53.488,47.6,1,0,2.8,0,1,0,1,0,0,0,0,-0.281452,64,0,0,0,1,W000826,Susan Wild,0,0,0,1,0,0,0,0,1,1,1957,PA-07,1,F,0,0,0,51.3191,0,53.488,53.488,48.7,Sparse suburban,Suburban,50.96,49.04,0.55,40.6,7.5,3,20.5,0.2,89627,-2697,69105,3393,-0.447,0.756,-0.218606,-77,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-1,-151,-74,145,65,145,-3,-1,0,0,0,0,113.2,0,0,0,0,0,0
Elzabeth Esty,0,78.3,0,-1.43554,-0.457087,-0.906226,10,186,145,E000293,Democrat,13,191,145,-178,-132,-4,-2,0,1,3,52.8507,45.8,1,0,5.3,0,0,0,1,0,0,0,0,-0.072955,9,0,0,0,0,E000293,Elzabeth Esty,0,0,0,0,0,0,0,0,1,0,1959,CT-05,1,F,0,0,0,52.8507,52.8507,,0,49.9,Sparse suburban,Suburban,51.59,48.41,21.51,41.9,7.9,3.7,20.1,0.4,103425,15561,70742,8805,-0.315,-0.078,-0.218186,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,178,132,-176,-135,-176,3,3,0,0,0,0,110.4,0,0,0,0,0,0
Joseph Morelle,0,75,0,-0.737349,-1.25607,-0.905364,197,57,146,M001206,Democrat,206,58,146,148,60,3,1,0,0,2,54.7827,39.1,1,0,2.9,0,1,0,0,0,0,0,0,-0.298485,53,0,1,0,0,M001206,Joseph Morelle,0,0,1,0,0,1,0,0,1,1,1957,NY-25,1,M,0,0,0,32.9695,0,54.7827,54.7827,55.5,Sparse suburban,Suburban,51.26,48.74,0.53,39.1,15.8,3.7,9.4,0.2,83883,-8441,61336,-4376,-0.307,0.084,-0.217887,-88,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-1,-148,-60,140,51,140,-3,-1,0,0,0,0,104.1,0,0,0,0,0,0
Brad Schneider,0,68.8,0,-0.811817,-0.654781,-0.901905,178,155,147,S001190,Democrat,186,160,147,26,39,0,0,0,0,3,65.5901,32.6,1,0,2.7,0,0,1,1,0,0,0,1,-0.128759,132,1,0,1,1,S001190,Brad Schneider,0,0,0,0,0,0,0,0,1,1,1961,IL-10,1,M,0,0,0,58.5093,0,65.5901,65.5901,62,Sparse suburban,Suburban,49.95,50.05,0.82,38.7,7.1,10.9,25.1,0.6,125139,32815,84608,18896,-0.168,-0.21,-0.216689,13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-39,23,31,23,0,0,0,0,0,0,112.5,0,0,0,0,0,0
Ruben Kihuen,1,61.1,0,-1.44169,0.797505,-0.869542,9,334,148,K000390,Democrat,12,349,148,-337,-136,-5,-3,0,0,1,50.1178,44.6,0,1,5.8,0,0,0,0,0,0,0,0,0.281183,11,0,0,0,0,K000390,Ruben Kihuen,0,0,1,0,0,0,0,0,1,0,1980,NV-04,1,M,0,1,0,50.1178,50.1178,,0,49.5,Urban-suburban mix,Urban,50.28,49.72,18.7,36.9,13.7,5.6,32,1.4,77695,-10169,57915,-4022,-0.397,0.226,-0.205481,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,337,136,-325,-139,-325,5,3,0,0,0,0,113.8,0,0,0,0,0,0
Debbie Dingell,0,77.6,0,-1.18655,-0.553493,-0.861085,52,168,149,D000624,Democrat,57,173,149,-116,-92,-2,-2,0,1,3,68.0818,34.5,1,0,2.5,0,1,0,0,0,1,0,1,-0.100168,45,0,0,0,0,D000624,Debbie Dingell,0,0,0,1,0,0,0,0,1,1,1953,MI-12,1,F,0,0,0,66.1081,0,68.0818,68.0818,60.8,Dense suburban,Suburban,50.66,49.34,0.98,36.4,11.3,5.5,6.2,0.3,84978,-7346,62253,-3459,-0.409,-0.127,-0.202552,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,116,92,-116,-97,-116,2,2,0,0,0,0,100.9,0,0,0,0,0,0
Lori Trahan,1,74,0,-0.806841,-1.37544,-0.860572,181,42,150,T000482,Democrat,189,43,150,146,39,3,0,0,1,1,61.9972,35.4,1,0,3.1,0,0,0,1,0,0,0,0,-0.332182,34,0,1,0,0,T000482,Lori Trahan,0,0,1,0,0,0,0,0,0,1,1973,MA-03,1,F,0,1,0,,0,61.9972,61.9972,58.2,Sparse suburban,Suburban,50.23,49.77,1.04,39.6,4.1,7.4,21.3,0.3,110776,18452,81879,16167,-0.513,-0.233,-0.202374,-107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-146,-39,139,31,139,-3,0,1,0,0,0,107.1,0,0,0,0,0,0
Albio Sires,1,57.8,0,-1.13451,-0.700745,-0.843621,103,150,152,S001165,Democrat,110,155,152,-45,-42,-1,0,0,0,8,78.1213,21.5,0,1,2.7,0,0,0,0,0,0,0,0,-0.141733,86,0,0,0,1,S001165,Albio Sires,0,0,0,0,0,0,0,0,1,1,1951,NJ-08,1,M,0,1,0,77.5449,0,78.1213,78.1213,75.7,Pure urban,Urban,49.9,50.1,1.05,35.1,10.7,9.8,55.4,0.5,99122,6798,65658,-54,-0.405,0.094,-0.196503,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,42,-47,-49,-47,1,1,0,0,1,0,134.2,0,0,1,0,0,0
Jennifer Wexton,0,69.1,0,-0.753953,-1.19267,-0.833639,193,65,153,W000825,Democrat,202,68,153,134,49,3,1,0,1,1,56.1063,42.2,1,0,2,0,0,0,1,0,0,0,0,-0.28059,60,0,0,0,0,W000825,Jennifer Wexton,0,0,0,1,1,1,0,0,0,1,1968,VA-10,1,F,0,0,0,,0,56.1063,56.1063,52.2,Sparse suburban,Suburban,50.52,49.48,0.81,38.8,8,15.6,14.4,0.3,168433,76109,132226,66514,-0.382,0.466,-0.193046,-85,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-1,-134,-49,128,40,128,-2,0,0,0,0,0,107.4,0,0,0,0,0,0
Chellie Pingree,0,93.6,0,-1.2113,-0.84876,-0.820471,33,129,156,P000597,Democrat,38,132,156,-94,-118,-2,-2,0,1,6,58.8198,39.3,0,0,2,0,1,0,0,0,0,0,1,-0.183514,21,0,0,0,0,P000597,Chellie Pingree,0,0,0,0,0,0,0,0,1,1,1955,ME-01,1,F,0,0,0,57.2422,0,58.8198,58.8198,54.1,Rural-suburban mix,Rural,51.51,48.49,0.44,44.5,2.1,1.5,1.9,0.5,88603,-3721,67392,1680,-0.421,-0.404,-0.188485,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,94,118,-96,-123,-96,2,2,0,0,0,0,99.6,0,0,0,0,0,0
Grace Meng,1,41.3,1,-1.22177,-0.928967,-0.808676,29,117,157,M001188,Democrat,34,120,157,-86,-123,-1,-2,0,1,4,84.5018,32.1,0,1,2.3,0,0,0,0,0,0,0,1,-0.206154,18,0,0,0,0,M001188,Grace Meng,0,0,0,0,0,0,0,0,1,1,1975,NY-06,1,F,0,0,1,70.6281,0,84.5018,84.5018,65.1,Pure urban,Urban,51.36,48.64,1.84,42,5.4,40.4,19.9,0.4,94954,2630,70529,4817,-0.379,-0.147,-0.1844,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,86,123,-88,-128,-88,1,2,1,0,0,0,107.4,1,0,0,1,0,0
Raja Krishnamoorthi,1,65.1,0,-1.09912,-0.726306,-0.793114,124,146,158,K000391,Democrat,131,151,158,-20,-27,0,0,0,0,2,65.9747,36.4,1,0,2.7,0,0,0,1,0,0,0,0,-0.148948,98,0,1,0,0,K000391,Raja Krishnamoorthi,0,0,0,0,0,0,0,0,1,1,1973,IL-08,1,M,0,0,1,61.7028,0,65.9747,65.9747,58.1,Dense suburban,Suburban,50.3,49.7,1.31,37.3,6.4,13.5,28,0.2,94385,2061,77991,12279,-0.31,-0.12,-0.17901,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,-22,-34,-22,0,0,0,0,0,0,113.2,0,0,0,0,0,0
Haley Stevens,0,80.6,0,-0.706224,-0.553021,-0.790182,202,169,159,S001215,Democrat,211,174,159,37,52,0,1,0,1,1,51.8414,49.7,1,0,2,0,0,0,1,0,0,0,0,-0.100035,163,1,0,0,0,S001215,Haley Stevens,0,0,0,0,0,0,1,0,0,1,1983,MI-11,1,F,0,0,0,,0,51.8414,51.8414,45.3,Sparse suburban,Suburban,50.23,49.77,0.99,42.4,4.9,11.2,4.4,0.2,118711,26387,88253,22541,-0.325,0.411,-0.177995,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-37,-52,33,43,33,0,0,0,0,0,0,101.3,0,0,0,0,0,0
